id,new,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
1,0,0,0,1,https://banmaa.top,banmaa.top,0,banmaa.top,14.192.67.176,1,0,443,,"(MaxRetryError(""HTTPSConnectionPool(host='banmaa.top', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fd02fdbb3a0>, 'Connection to banmaa.top timed out. (connect timeout=3.05)'))""),)",,,14.192.67.0/24,AS55720,Gigabit Hosting Sdn Bhd,中国香港,未知,IP138Query
2,0,0,0,1,http://banmaa.top,banmaa.top,0,banmaa.top,14.192.67.176,1,0,80,,"(MaxRetryError(""HTTPConnectionPool(host='banmaa.top', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7fd02fd683d0>, 'Connection to banmaa.top timed out. (connect timeout=3.05)'))""),)",,,14.192.67.0/24,AS55720,Gigabit Hosting Sdn Bhd,中国香港,未知,IP138Query
